image_id,fname,mask,distancing,5k,n_people,fold
533,533.jpg,1.0,1.0,1.0,3.0,3.0
534,534.jpg,1.0,0.0,0.0,14.0,3.0
535,535.jpg,0.0,1.0,0.0,11.0,0.0
536,536.jpg,1.0,0.0,0.0,13.0,4.0
537,537.jpg,1.0,0.0,0.0,6.0,0.0
538,538.jpg,0.0,0.0,0.0,16.0,4.0
539,539.jpg,1.0,1.0,1.0,1.0,0.0
540,540.jpg,0.0,1.0,0.0,4.0,4.0
541,541.jpg,1.0,1.0,1.0,7.0,4.0
542,542.jpg,1.0,0.0,0.0,12.0,0.0
543,543.jpg,1.0,0.0,0.0,5.0,0.0
544,544.jpg,1.0,1.0,1.0,4.0,2.0
545,545.jpg,0.0,0.0,0.0,19.0,2.0
546,546.jpg,0.0,0.0,0.0,4.0,3.0
547,547.jpg,1.0,1.0,1.0,3.0,0.0
548,548.jpg,1.0,1.0,1.0,8.0,0.0
550,550.jpg,0.0,0.0,0.0,26.0,1.0
551,551.jpg,1.0,1.0,1.0,9.0,4.0
552,552.jpg,1.0,0.0,0.0,11.0,2.0
553,553.jpg,0.0,0.0,0.0,18.0,1.0
554,554.jpg,0.0,1.0,0.0,4.0,4.0
555,555.jpg,1.0,0.0,0.0,8.0,4.0
556,556.jpg,0.0,0.0,0.0,15.0,1.0
557,557.jpg,1.0,0.0,0.0,13.0,1.0
558,558.jpg,0.0,0.0,0.0,17.0,0.0
559,559.jpg,0.0,0.0,0.0,15.0,2.0
560,560.jpg,1.0,0.0,0.0,13.0,3.0
561,561.jpg,1.0,0.0,0.0,5.0,2.0
562,562.jpg,1.0,0.0,0.0,25.0,1.0
563,563.jpg,1.0,0.0,0.0,8.0,0.0
564,564.jpg,0.0,0.0,0.0,7.0,3.0
565,565.jpg,0.0,0.0,0.0,23.0,4.0
566,566.jpg,0.0,0.0,0.0,15.0,0.0
567,567.jpg,0.0,0.0,0.0,8.0,0.0
568,568.jpg,1.0,0.0,0.0,3.0,3.0
569,569.jpg,0.0,0.0,0.0,4.0,1.0
570,570.jpg,0.0,0.0,0.0,2.0,4.0
571,571.jpg,1.0,1.0,1.0,1.0,0.0
572,572.jpg,1.0,1.0,1.0,2.0,4.0
573,573.jpg,0.0,0.0,0.0,2.0,2.0
574,574.jpg,0.0,0.0,0.0,10.0,3.0
575,575.jpg,0.0,1.0,0.0,7.0,4.0
576,576.jpg,1.0,0.0,0.0,4.0,3.0
577,577.jpg,1.0,1.0,1.0,11.0,1.0
578,578.jpg,1.0,1.0,1.0,3.0,1.0
579,579.jpg,0.0,0.0,0.0,14.0,3.0
581,581.jpg,0.0,0.0,0.0,6.0,0.0
582,582.jpg,1.0,0.0,0.0,13.0,3.0
583,583.jpg,0.0,1.0,0.0,14.0,3.0
584,584.jpg,1.0,0.0,0.0,5.0,2.0
585,585.jpg,1.0,1.0,1.0,6.0,1.0
587,587.jpg,0.0,0.0,0.0,5.0,0.0
588,588.jpg,0.0,0.0,0.0,4.0,4.0
589,589.jpg,1.0,1.0,1.0,1.0,4.0
590,590.jpg,1.0,1.0,1.0,1.0,1.0
591,591.jpg,0.0,0.0,0.0,18.0,4.0
592,592.jpg,0.0,1.0,0.0,1.0,1.0
593,593.jpg,0.0,1.0,0.0,1.0,0.0
594,594.jpg,0.0,1.0,0.0,4.0,1.0
595,595.jpg,1.0,1.0,1.0,3.0,3.0
596,596.jpg,0.0,0.0,0.0,5.0,2.0
597,597.jpg,0.0,1.0,0.0,12.0,4.0
598,598.jpg,1.0,0.0,0.0,6.0,0.0
600,600.jpg,1.0,0.0,0.0,14.0,0.0
601,601.jpg,1.0,1.0,1.0,2.0,0.0
603,603.jpg,1.0,1.0,1.0,7.0,0.0
604,604.jpg,1.0,1.0,1.0,8.0,2.0
605,605.jpg,1.0,0.0,0.0,20.0,1.0
606,606.jpg,1.0,1.0,1.0,17.0,3.0
607,607.jpg,1.0,1.0,1.0,15.0,4.0
608,608.jpg,0.0,0.0,0.0,13.0,1.0
609,609.jpg,1.0,1.0,1.0,1.0,1.0
610,610.jpg,0.0,1.0,0.0,12.0,3.0
611,611.jpg,1.0,0.0,0.0,12.0,4.0
612,612.jpg,1.0,1.0,1.0,4.0,3.0
614,614.jpg,1.0,0.0,0.0,8.0,2.0
615,615.jpg,1.0,0.0,0.0,5.0,3.0
616,616.jpg,1.0,1.0,1.0,4.0,1.0
617,617.jpg,0.0,0.0,0.0,9.0,1.0
618,618.jpg,0.0,0.0,0.0,3.0,3.0
619,619.jpg,0.0,1.0,0.0,5.0,0.0
621,621.jpg,0.0,1.0,0.0,13.0,0.0
622,622.jpg,0.0,1.0,0.0,6.0,2.0
623,623.jpg,1.0,1.0,1.0,5.0,0.0
624,624.jpg,1.0,1.0,1.0,3.0,2.0
625,625.jpg,1.0,1.0,1.0,5.0,0.0
626,626.jpg,1.0,1.0,1.0,15.0,3.0
627,627.jpg,1.0,1.0,1.0,1.0,1.0
628,628.jpg,0.0,0.0,0.0,8.0,2.0
629,629.jpg,1.0,1.0,1.0,4.0,1.0
630,630.jpg,1.0,0.0,0.0,5.0,1.0
631,631.jpg,0.0,0.0,0.0,21.0,3.0
632,632.jpg,1.0,1.0,1.0,3.0,2.0
633,633.jpg,0.0,1.0,0.0,11.0,0.0
634,634.jpg,0.0,1.0,0.0,11.0,2.0
635,635.jpg,0.0,0.0,0.0,5.0,0.0
636,636.jpg,1.0,0.0,0.0,23.0,2.0
638,638.jpg,0.0,0.0,0.0,16.0,4.0
639,639.jpg,0.0,0.0,0.0,6.0,2.0
640,640.jpg,0.0,0.0,0.0,22.0,2.0
641,641.jpg,1.0,0.0,0.0,6.0,2.0
642,642.jpg,1.0,1.0,1.0,5.0,4.0
643,643.jpg,0.0,0.0,0.0,8.0,0.0
644,644.jpg,1.0,0.0,0.0,9.0,4.0
645,645.jpg,1.0,1.0,1.0,2.0,4.0
646,646.jpg,0.0,1.0,0.0,1.0,3.0
647,647.jpg,0.0,0.0,0.0,10.0,4.0
648,648.jpg,1.0,0.0,0.0,16.0,3.0
649,649.jpg,1.0,1.0,1.0,4.0,3.0
650,650.jpg,0.0,0.0,0.0,28.0,1.0
651,651.jpg,1.0,0.0,0.0,6.0,2.0
652,652.jpg,1.0,0.0,0.0,14.0,3.0
654,654.jpg,0.0,0.0,0.0,20.0,4.0
655,655.jpg,0.0,0.0,0.0,27.0,1.0
656,656.jpg,1.0,0.0,0.0,9.0,0.0
657,657.jpg,0.0,0.0,0.0,7.0,2.0
658,658.jpg,1.0,0.0,0.0,6.0,1.0
659,659.jpg,0.0,0.0,0.0,6.0,2.0
660,660.jpg,1.0,1.0,1.0,5.0,4.0
661,661.jpg,1.0,0.0,0.0,11.0,1.0
662,662.jpg,1.0,0.0,0.0,9.0,4.0
663,663.jpg,0.0,1.0,0.0,3.0,3.0
664,664.jpg,1.0,0.0,0.0,10.0,0.0
665,665.jpg,0.0,0.0,0.0,10.0,0.0
666,666.jpg,1.0,1.0,1.0,9.0,3.0
667,667.jpg,1.0,1.0,1.0,1.0,4.0
668,668.jpg,0.0,0.0,0.0,29.0,2.0
669,669.jpg,0.0,0.0,0.0,21.0,0.0
670,670.jpg,0.0,0.0,0.0,15.0,1.0
672,672.jpg,1.0,1.0,1.0,3.0,2.0
674,674.jpg,0.0,0.0,0.0,19.0,0.0
675,675.jpg,1.0,1.0,1.0,6.0,2.0
676,676.jpg,1.0,0.0,0.0,10.0,2.0
678,678.jpg,1.0,1.0,1.0,5.0,4.0
679,679.jpg,0.0,1.0,0.0,8.0,1.0
681,681.jpg,1.0,1.0,1.0,21.0,0.0
682,682.jpg,0.0,0.0,0.0,24.0,3.0
683,683.jpg,0.0,0.0,0.0,7.0,2.0
684,684.jpg,1.0,1.0,1.0,3.0,4.0
685,685.jpg,1.0,1.0,1.0,5.0,4.0
686,686.jpg,1.0,1.0,1.0,7.0,1.0
687,687.jpg,1.0,1.0,1.0,2.0,1.0
688,688.jpg,0.0,0.0,0.0,15.0,2.0
689,689.jpg,0.0,0.0,0.0,10.0,4.0
690,690.jpg,1.0,1.0,1.0,3.0,4.0
691,691.jpg,1.0,0.0,0.0,5.0,2.0
692,692.jpg,1.0,0.0,0.0,7.0,1.0
693,693.jpg,1.0,1.0,1.0,5.0,1.0
694,694.jpg,1.0,1.0,1.0,7.0,2.0
695,695.jpg,0.0,0.0,0.0,5.0,1.0
696,696.jpg,1.0,1.0,1.0,1.0,1.0
697,697.jpg,1.0,0.0,0.0,7.0,2.0
698,698.jpg,1.0,0.0,0.0,4.0,0.0
700,700.jpg,1.0,0.0,0.0,8.0,4.0
701,701.jpg,0.0,0.0,0.0,18.0,2.0
702,702.jpg,0.0,0.0,0.0,10.0,0.0
703,703.jpg,0.0,0.0,0.0,15.0,2.0
704,704.jpg,1.0,1.0,1.0,2.0,3.0
706,706.jpg,1.0,1.0,1.0,7.0,2.0
707,707.jpg,1.0,1.0,1.0,19.0,1.0
709,709.jpg,1.0,1.0,1.0,12.0,4.0
710,710.jpg,1.0,1.0,1.0,1.0,1.0
711,711.jpg,1.0,0.0,0.0,12.0,4.0
713,713.jpg,0.0,0.0,0.0,11.0,4.0
714,714.jpg,0.0,0.0,0.0,5.0,4.0
715,715.jpg,1.0,0.0,0.0,3.0,2.0
716,716.jpg,0.0,1.0,0.0,1.0,1.0
717,717.jpg,1.0,1.0,1.0,17.0,4.0
718,718.jpg,1.0,0.0,0.0,10.0,4.0
719,719.jpg,0.0,1.0,0.0,4.0,0.0
720,720.jpg,0.0,0.0,0.0,2.0,2.0
721,721.jpg,1.0,1.0,1.0,8.0,2.0
722,722.jpg,1.0,1.0,1.0,2.0,0.0
723,723.jpg,0.0,1.0,0.0,12.0,3.0
725,725.jpg,1.0,0.0,0.0,7.0,0.0
726,726.jpg,0.0,1.0,0.0,13.0,2.0
727,727.jpg,1.0,0.0,0.0,4.0,4.0
728,728.jpg,1.0,1.0,1.0,3.0,1.0
729,729.jpg,0.0,0.0,0.0,8.0,3.0
730,730.jpg,0.0,0.0,0.0,19.0,0.0
732,732.jpg,1.0,1.0,1.0,11.0,3.0
733,733.jpg,0.0,1.0,0.0,4.0,2.0
734,734.jpg,0.0,0.0,0.0,22.0,1.0
735,735.jpg,1.0,0.0,0.0,7.0,1.0
736,736.jpg,0.0,0.0,0.0,18.0,4.0
737,737.jpg,1.0,1.0,1.0,7.0,2.0
738,738.jpg,1.0,1.0,1.0,4.0,4.0
740,740.jpg,1.0,1.0,1.0,1.0,1.0
741,741.jpg,1.0,0.0,0.0,2.0,0.0
742,742.jpg,1.0,1.0,1.0,12.0,0.0
743,743.jpg,1.0,1.0,1.0,5.0,0.0
744,744.jpg,0.0,1.0,0.0,2.0,3.0
746,746.jpg,0.0,0.0,0.0,13.0,2.0
747,747.jpg,0.0,0.0,0.0,5.0,1.0
748,748.jpg,0.0,1.0,0.0,5.0,0.0
749,749.jpg,0.0,0.0,0.0,10.0,0.0
750,750.jpg,0.0,0.0,0.0,11.0,3.0
751,751.jpg,1.0,0.0,0.0,4.0,1.0
752,752.jpg,0.0,1.0,0.0,12.0,4.0
753,753.jpg,1.0,1.0,1.0,9.0,0.0
754,754.jpg,1.0,1.0,1.0,6.0,3.0
755,755.jpg,1.0,1.0,1.0,2.0,3.0
756,756.jpg,1.0,0.0,0.0,5.0,1.0
757,757.jpg,0.0,0.0,0.0,7.0,0.0
759,759.jpg,0.0,0.0,0.0,12.0,3.0
760,760.jpg,1.0,1.0,1.0,3.0,0.0
761,761.jpg,1.0,1.0,1.0,5.0,1.0
762,762.jpg,0.0,0.0,0.0,3.0,2.0
763,763.jpg,1.0,0.0,0.0,7.0,3.0
764,764.jpg,1.0,1.0,1.0,9.0,1.0
765,765.jpg,1.0,1.0,1.0,1.0,0.0
766,766.jpg,1.0,1.0,1.0,2.0,4.0
768,768.jpg,1.0,1.0,1.0,4.0,2.0
769,769.jpg,0.0,0.0,0.0,18.0,3.0
771,771.jpg,0.0,0.0,0.0,14.0,3.0
772,772.jpg,1.0,0.0,0.0,16.0,3.0
773,773.jpg,1.0,1.0,1.0,1.0,3.0
774,774.jpg,0.0,0.0,0.0,13.0,2.0
775,775.jpg,0.0,0.0,0.0,17.0,3.0
777,777.jpg,1.0,0.0,0.0,13.0,2.0
778,778.jpg,1.0,1.0,1.0,1.0,2.0
779,779.jpg,1.0,1.0,1.0,1.0,0.0
780,780.jpg,0.0,1.0,0.0,7.0,4.0
781,781.jpg,0.0,1.0,0.0,1.0,1.0
782,782.jpg,0.0,0.0,0.0,27.0,4.0
783,783.jpg,0.0,0.0,0.0,7.0,4.0
784,784.jpg,1.0,1.0,1.0,7.0,1.0
785,785.jpg,1.0,0.0,0.0,9.0,1.0
786,786.jpg,0.0,0.0,0.0,7.0,4.0
787,787.jpg,1.0,0.0,0.0,6.0,4.0
788,788.jpg,1.0,0.0,0.0,3.0,1.0
789,789.jpg,1.0,0.0,0.0,6.0,2.0
790,790.jpg,0.0,0.0,0.0,31.0,3.0
791,791.jpg,1.0,1.0,1.0,5.0,4.0
792,792.jpg,0.0,0.0,0.0,15.0,1.0
793,793.jpg,0.0,0.0,0.0,17.0,4.0
794,794.jpg,0.0,0.0,0.0,14.0,0.0
795,795.jpg,0.0,1.0,0.0,2.0,1.0
797,797.jpg,1.0,0.0,0.0,3.0,3.0
798,798.jpg,0.0,0.0,0.0,13.0,1.0
799,799.jpg,1.0,0.0,0.0,9.0,3.0
800,800.jpg,0.0,0.0,0.0,12.0,2.0
801,801.jpg,1.0,1.0,1.0,2.0,2.0
802,802.jpg,1.0,0.0,0.0,6.0,2.0
803,803.jpg,0.0,0.0,0.0,9.0,0.0
804,804.jpg,0.0,0.0,0.0,16.0,2.0
805,805.jpg,1.0,1.0,1.0,8.0,4.0
806,806.jpg,1.0,0.0,0.0,5.0,0.0
807,807.jpg,0.0,0.0,0.0,17.0,3.0
808,808.jpg,0.0,0.0,0.0,27.0,3.0
809,809.jpg,1.0,0.0,0.0,8.0,0.0
810,810.jpg,1.0,1.0,1.0,4.0,0.0
811,811.jpg,0.0,0.0,0.0,15.0,1.0
812,812.jpg,1.0,1.0,1.0,20.0,1.0
813,813.jpg,1.0,0.0,0.0,13.0,3.0
815,815.jpg,0.0,0.0,0.0,11.0,3.0
816,816.jpg,1.0,1.0,1.0,12.0,1.0
817,817.jpg,1.0,1.0,1.0,3.0,3.0
818,818.jpg,1.0,0.0,0.0,14.0,2.0
819,819.jpg,0.0,0.0,0.0,29.0,1.0
820,820.jpg,0.0,1.0,0.0,3.0,4.0
822,822.jpg,0.0,1.0,0.0,5.0,0.0
823,823.jpg,1.0,0.0,0.0,7.0,3.0
824,824.jpg,0.0,0.0,0.0,13.0,4.0
825,825.jpg,1.0,0.0,0.0,18.0,0.0
826,826.jpg,1.0,0.0,0.0,11.0,3.0
827,827.jpg,1.0,0.0,0.0,17.0,3.0
828,828.jpg,1.0,0.0,0.0,10.0,3.0
829,829.jpg,1.0,1.0,1.0,8.0,0.0
830,830.jpg,1.0,0.0,0.0,5.0,2.0
831,831.jpg,1.0,1.0,1.0,5.0,3.0
832,832.jpg,1.0,1.0,1.0,10.0,1.0
834,834.jpg,0.0,1.0,0.0,1.0,3.0
835,835.jpg,0.0,0.0,0.0,2.0,2.0
836,836.jpg,1.0,1.0,1.0,3.0,0.0
837,837.jpg,1.0,1.0,1.0,1.0,2.0
839,839.jpg,1.0,1.0,1.0,1.0,2.0
840,840.jpg,1.0,1.0,1.0,5.0,2.0
841,841.jpg,0.0,0.0,0.0,15.0,1.0
842,842.jpg,0.0,0.0,0.0,7.0,1.0
843,843.jpg,1.0,1.0,1.0,1.0,1.0
845,845.jpg,0.0,0.0,0.0,15.0,3.0
846,846.jpg,1.0,0.0,0.0,12.0,1.0
847,847.jpg,0.0,0.0,0.0,17.0,0.0
848,848.jpg,1.0,1.0,1.0,10.0,4.0
849,849.jpg,0.0,0.0,0.0,19.0,1.0
850,850.jpg,1.0,1.0,1.0,2.0,1.0
851,851.jpg,0.0,0.0,0.0,6.0,3.0
852,852.jpg,0.0,1.0,0.0,1.0,1.0
853,853.jpg,1.0,0.0,0.0,6.0,3.0
855,855.jpg,0.0,0.0,0.0,9.0,1.0
856,856.jpg,1.0,1.0,1.0,2.0,0.0
857,857.jpg,1.0,1.0,1.0,9.0,2.0
858,858.jpg,1.0,0.0,0.0,12.0,4.0
859,859.jpg,1.0,1.0,1.0,2.0,1.0
861,861.jpg,0.0,0.0,0.0,21.0,2.0
862,862.jpg,1.0,0.0,0.0,2.0,1.0
863,863.jpg,1.0,0.0,0.0,5.0,1.0
864,864.jpg,1.0,0.0,0.0,15.0,1.0
865,865.jpg,1.0,1.0,1.0,6.0,1.0
866,866.jpg,0.0,0.0,0.0,9.0,3.0
867,867.jpg,0.0,1.0,0.0,5.0,3.0
868,868.jpg,0.0,1.0,0.0,9.0,2.0
869,869.jpg,0.0,0.0,0.0,13.0,3.0
870,870.jpg,0.0,0.0,0.0,7.0,4.0
871,871.jpg,0.0,1.0,0.0,3.0,3.0
872,872.jpg,1.0,1.0,1.0,10.0,3.0
873,873.jpg,0.0,0.0,0.0,11.0,3.0
874,874.jpg,1.0,1.0,1.0,14.0,3.0
875,875.jpg,0.0,0.0,0.0,21.0,3.0
876,876.jpg,1.0,0.0,0.0,13.0,3.0
877,877.jpg,0.0,0.0,0.0,16.0,0.0
878,878.jpg,0.0,1.0,0.0,5.0,4.0
879,879.jpg,0.0,0.0,0.0,8.0,4.0
880,880.jpg,1.0,1.0,1.0,13.0,3.0
881,881.jpg,1.0,0.0,0.0,7.0,1.0
882,882.jpg,0.0,1.0,0.0,10.0,4.0
883,883.jpg,0.0,1.0,0.0,1.0,3.0
885,885.jpg,1.0,0.0,0.0,4.0,2.0
887,887.jpg,0.0,0.0,0.0,13.0,2.0
888,888.jpg,1.0,0.0,0.0,26.0,0.0
889,889.jpg,1.0,1.0,1.0,17.0,4.0
890,890.jpg,0.0,1.0,0.0,3.0,3.0
891,891.jpg,1.0,1.0,1.0,2.0,1.0
892,892.jpg,0.0,0.0,0.0,24.0,3.0
893,893.jpg,1.0,1.0,1.0,8.0,1.0
894,894.jpg,1.0,1.0,1.0,3.0,3.0
895,895.jpg,1.0,0.0,0.0,6.0,4.0
896,896.jpg,1.0,0.0,0.0,15.0,4.0
897,897.jpg,0.0,1.0,0.0,10.0,1.0
899,899.jpg,0.0,0.0,0.0,22.0,0.0
900,900.jpg,1.0,0.0,0.0,10.0,3.0
901,901.jpg,1.0,0.0,0.0,6.0,0.0
902,902.jpg,1.0,0.0,0.0,12.0,3.0
905,905.jpg,0.0,1.0,0.0,11.0,0.0
906,906.jpg,1.0,0.0,0.0,6.0,4.0
907,907.jpg,0.0,0.0,0.0,3.0,4.0
908,908.jpg,0.0,0.0,0.0,14.0,1.0
909,909.jpg,0.0,0.0,0.0,10.0,0.0
910,910.jpg,1.0,1.0,1.0,3.0,4.0
911,911.jpg,1.0,1.0,1.0,2.0,1.0
912,912.jpg,0.0,1.0,0.0,6.0,0.0
913,913.jpg,1.0,0.0,0.0,12.0,4.0
914,914.jpg,0.0,0.0,0.0,16.0,4.0
915,915.jpg,1.0,0.0,0.0,8.0,2.0
916,916.jpg,1.0,1.0,1.0,1.0,4.0
918,918.jpg,0.0,0.0,0.0,21.0,3.0
920,920.jpg,1.0,0.0,0.0,17.0,4.0
921,921.jpg,1.0,0.0,0.0,17.0,4.0
922,922.jpg,1.0,0.0,0.0,12.0,4.0
923,923.jpg,1.0,1.0,1.0,10.0,1.0
924,924.jpg,1.0,1.0,1.0,13.0,0.0
925,925.jpg,1.0,1.0,1.0,3.0,1.0
926,926.jpg,0.0,0.0,0.0,8.0,0.0
928,928.jpg,0.0,0.0,0.0,11.0,4.0
929,929.jpg,1.0,1.0,1.0,5.0,2.0
930,930.jpg,0.0,0.0,0.0,6.0,3.0
931,931.jpg,0.0,0.0,0.0,11.0,2.0
932,932.jpg,0.0,0.0,0.0,15.0,3.0
933,933.jpg,0.0,1.0,0.0,14.0,1.0
934,934.jpg,1.0,1.0,1.0,4.0,1.0
935,935.jpg,0.0,0.0,0.0,6.0,1.0
936,936.jpg,1.0,0.0,0.0,8.0,3.0
937,937.jpg,0.0,0.0,0.0,15.0,2.0
938,938.jpg,0.0,0.0,0.0,9.0,3.0
939,939.jpg,0.0,1.0,0.0,1.0,4.0
940,940.jpg,1.0,0.0,0.0,2.0,3.0
941,941.jpg,0.0,0.0,0.0,9.0,3.0
942,942.jpg,0.0,1.0,0.0,5.0,3.0
944,944.jpg,1.0,0.0,0.0,19.0,0.0
945,945.jpg,0.0,1.0,0.0,5.0,4.0
946,946.jpg,1.0,1.0,1.0,1.0,2.0
947,947.jpg,0.0,0.0,0.0,20.0,1.0
948,948.jpg,0.0,0.0,0.0,4.0,3.0
950,950.jpg,1.0,1.0,1.0,5.0,1.0
951,951.jpg,1.0,1.0,1.0,2.0,0.0
952,952.jpg,1.0,0.0,0.0,13.0,1.0
953,953.jpg,1.0,0.0,0.0,10.0,3.0
954,954.jpg,1.0,1.0,1.0,11.0,4.0
955,955.jpg,1.0,0.0,0.0,13.0,4.0
956,956.jpg,0.0,0.0,0.0,19.0,0.0
958,958.jpg,0.0,1.0,0.0,6.0,4.0
959,959.jpg,0.0,1.0,0.0,5.0,3.0
961,961.jpg,0.0,0.0,0.0,15.0,1.0
962,962.jpg,0.0,0.0,0.0,14.0,3.0
963,963.jpg,1.0,1.0,1.0,6.0,0.0
964,964.jpg,1.0,0.0,0.0,8.0,1.0
965,965.jpg,1.0,0.0,0.0,18.0,0.0
966,966.jpg,0.0,1.0,0.0,8.0,2.0
967,967.jpg,0.0,1.0,0.0,1.0,3.0
969,969.jpg,1.0,1.0,1.0,5.0,4.0
970,970.jpg,1.0,1.0,1.0,8.0,0.0
971,971.jpg,0.0,0.0,0.0,9.0,2.0
972,972.jpg,1.0,0.0,0.0,8.0,0.0
973,973.jpg,1.0,1.0,1.0,4.0,0.0
975,975.jpg,1.0,0.0,0.0,3.0,2.0
976,976.jpg,0.0,0.0,0.0,25.0,3.0
977,977.jpg,1.0,0.0,0.0,10.0,3.0
979,979.jpg,0.0,0.0,0.0,18.0,4.0
980,980.jpg,0.0,1.0,0.0,12.0,0.0
982,982.jpg,0.0,1.0,0.0,8.0,2.0
983,983.jpg,1.0,0.0,0.0,2.0,3.0
984,984.jpg,0.0,1.0,0.0,6.0,0.0
985,985.jpg,1.0,0.0,0.0,12.0,2.0
986,986.jpg,1.0,0.0,0.0,20.0,4.0
988,988.jpg,1.0,0.0,0.0,19.0,0.0
989,989.jpg,1.0,1.0,1.0,1.0,4.0
990,990.jpg,1.0,1.0,1.0,7.0,2.0
991,991.jpg,1.0,1.0,1.0,19.0,0.0
992,992.jpg,1.0,0.0,0.0,7.0,1.0
993,993.jpg,1.0,1.0,1.0,14.0,4.0
994,994.jpg,0.0,0.0,0.0,4.0,3.0
995,995.jpg,0.0,0.0,0.0,17.0,2.0
996,996.jpg,1.0,1.0,1.0,3.0,4.0
997,997.jpg,0.0,0.0,0.0,6.0,2.0
998,998.jpg,0.0,1.0,0.0,16.0,1.0
999,999.jpg,0.0,0.0,0.0,8.0,0.0
1000,1000.jpg,0.0,1.0,0.0,11.0,3.0
1001,1001.jpg,0.0,1.0,0.0,3.0,0.0
1002,1002.jpg,1.0,0.0,0.0,12.0,2.0
1003,1003.jpg,1.0,1.0,1.0,1.0,3.0
1004,1004.jpg,1.0,0.0,0.0,7.0,2.0
1005,1005.jpg,1.0,1.0,1.0,2.0,3.0
1006,1006.jpg,1.0,1.0,1.0,8.0,3.0
1007,1007.jpg,1.0,1.0,1.0,3.0,0.0
1008,1008.jpg,1.0,1.0,1.0,1.0,2.0
1009,1009.jpg,0.0,1.0,0.0,3.0,1.0
1010,1010.jpg,0.0,0.0,0.0,15.0,3.0
1011,1011.jpg,0.0,0.0,0.0,20.0,1.0
1012,1012.jpg,0.0,0.0,0.0,16.0,0.0
1013,1013.jpg,1.0,0.0,0.0,5.0,2.0
1014,1014.jpg,1.0,0.0,0.0,3.0,4.0
1015,1015.jpg,1.0,1.0,1.0,10.0,0.0
1016,1016.jpg,0.0,1.0,0.0,5.0,1.0
1017,1017.jpg,1.0,1.0,1.0,2.0,3.0
1018,1018.jpg,0.0,0.0,0.0,22.0,3.0
1019,1019.jpg,1.0,0.0,0.0,3.0,0.0
1020,1020.jpg,1.0,0.0,0.0,5.0,3.0
1021,1021.jpg,1.0,0.0,0.0,7.0,4.0
1022,1022.jpg,0.0,0.0,0.0,13.0,0.0
1023,1023.jpg,1.0,1.0,1.0,4.0,1.0
1024,1024.jpg,0.0,0.0,0.0,4.0,1.0
1025,1025.jpg,0.0,1.0,0.0,2.0,4.0
1026,1026.jpg,0.0,0.0,0.0,2.0,0.0
1027,1027.jpg,0.0,0.0,0.0,9.0,3.0
1028,1028.jpg,1.0,0.0,0.0,9.0,0.0
1029,1029.jpg,1.0,0.0,0.0,9.0,4.0
1030,1030.jpg,1.0,0.0,0.0,3.0,4.0
1031,1031.jpg,1.0,1.0,1.0,6.0,3.0
1032,1032.jpg,0.0,0.0,0.0,8.0,1.0
1033,1033.jpg,0.0,0.0,0.0,9.0,4.0
1034,1034.jpg,1.0,0.0,0.0,6.0,4.0
1035,1035.jpg,1.0,0.0,0.0,15.0,4.0
1036,1036.jpg,0.0,0.0,0.0,5.0,0.0
1037,1037.jpg,1.0,1.0,1.0,11.0,4.0
1038,1038.jpg,1.0,1.0,1.0,2.0,0.0
1039,1039.jpg,1.0,1.0,1.0,6.0,0.0
1040,1040.jpg,0.0,0.0,0.0,5.0,4.0
1041,1041.jpg,1.0,0.0,0.0,9.0,3.0
1042,1042.jpg,1.0,0.0,0.0,3.0,2.0
1043,1043.jpg,0.0,0.0,0.0,18.0,0.0
1044,1044.jpg,0.0,0.0,0.0,6.0,0.0
1045,1045.jpg,1.0,1.0,1.0,16.0,3.0
1046,1046.jpg,0.0,1.0,0.0,9.0,4.0
1047,1047.jpg,1.0,0.0,0.0,5.0,0.0
1048,1048.jpg,0.0,1.0,0.0,6.0,2.0
1049,1049.jpg,1.0,0.0,0.0,9.0,4.0
1050,1050.jpg,0.0,0.0,0.0,39.0,4.0
1051,1051.jpg,0.0,0.0,0.0,19.0,2.0
1052,1052.jpg,0.0,0.0,0.0,18.0,2.0
1053,1053.jpg,1.0,0.0,0.0,9.0,3.0
1054,1054.jpg,1.0,1.0,1.0,3.0,2.0
1055,1055.jpg,1.0,0.0,0.0,9.0,3.0
1056,1056.jpg,0.0,0.0,0.0,5.0,3.0
1057,1057.jpg,0.0,0.0,0.0,3.0,4.0
1058,1058.jpg,0.0,0.0,0.0,22.0,2.0
1059,1059.jpg,1.0,1.0,1.0,3.0,4.0
1060,1060.jpg,1.0,0.0,0.0,25.0,2.0
1061,1061.jpg,1.0,0.0,0.0,5.0,2.0
1062,1062.jpg,1.0,1.0,1.0,2.0,3.0
1063,1063.jpg,1.0,1.0,1.0,1.0,0.0
1064,1064.jpg,1.0,0.0,0.0,7.0,4.0
1065,1065.jpg,1.0,0.0,0.0,2.0,1.0
1066,1066.jpg,0.0,1.0,0.0,10.0,3.0
1067,1067.jpg,0.0,0.0,0.0,16.0,1.0
1068,1068.jpg,1.0,0.0,0.0,6.0,0.0
1069,1069.jpg,0.0,0.0,0.0,21.0,1.0
1070,1070.jpg,0.0,0.0,0.0,15.0,1.0
1071,1071.jpg,1.0,1.0,1.0,3.0,0.0
1072,1072.jpg,1.0,0.0,0.0,5.0,2.0
1073,1073.jpg,0.0,0.0,0.0,5.0,0.0
1074,1074.jpg,0.0,0.0,0.0,16.0,2.0
1075,1075.jpg,1.0,1.0,1.0,5.0,1.0
